"id","classe","sous_classe","symbo","maxzoom","minzoom","n0","n10","n25","n50","n99"
479,"TOPONYMIE","toponyme_limite_ponc","LIM_MILI_3","14","13","False","True","False","False","False"
480,"TOPONYMIE","toponyme_limite_ponc","LIM_MILI_4","14","13","False","True","False","False","False"
481,"TOPONYMIE","toponyme_localite_ponc","continent","4","1","False","False","False","False","True"
482,"TOPONYMIE","toponyme_localite_ponc","pays 1","6","3","False","False","False","False","True"
483,"TOPONYMIE","toponyme_localite_ponc","pays 2","6","3","False","False","False","False","True"
484,"TOPONYMIE","toponyme_localite_ponc","pays 3","6","5","False","False","False","False","True"
485,"TOPONYMIE","toponyme_localite_ponc","commune 1",NULL,NULL,"False","False","False","False","True"
486,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_1",NULL,NULL,"False","False","False","True","False"
487,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_1",NULL,NULL,"False","True","True","False","False"
488,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_1_T",NULL,NULL,"False","True","True","False","False"
489,"TOPONYMIE","toponyme_localite_ponc","commune 2",NULL,NULL,"False","False","False","False","True"
490,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_2",NULL,NULL,"False","False","False","True","False"
491,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_2",NULL,NULL,"False","True","True","False","False"
492,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_2_T",NULL,NULL,"False","True","True","False","False"
493,"TOPONYMIE","toponyme_localite_ponc","commune 3",NULL,NULL,"False","False","False","False","True"
494,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_3",NULL,NULL,"False","False","False","True","False"
495,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_3",NULL,NULL,"False","True","True","False","False"
496,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_3_T",NULL,NULL,"False","True","True","False","False"
497,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_4",NULL,NULL,"False","False","False","True","False"
498,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_4",NULL,NULL,"False","True","True","False","False"
499,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_4_T",NULL,NULL,"False","True","True","False","False"
500,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_5",NULL,NULL,"False","False","False","True","False"
501,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_5",NULL,NULL,"False","True","True","False","False"
502,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_5_T",NULL,NULL,"False","True","True","False","False"
503,"TOPONYMIE","toponyme_localite_ponc","BAT_CHEF_LIEU_COM",NULL,NULL,"False","True","True","False","False"
504,"TOPONYMIE","toponyme_localite_ponc","BAT_CHEF_LIEU_COM_T",NULL,NULL,"False","True","True","False","False"
505,"TOPONYMIE","toponyme_localite_ponc","BAT_ANCIENNE_COM",NULL,NULL,"False","True","True","False","False"
506,"TOPONYMIE","toponyme_localite_ponc","BAT_ANCIENNE_COM_T",NULL,NULL,"False","True","True","False","False"
507,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_ASSOCIEE",NULL,NULL,"False","True","True","False","False"
508,"TOPONYMIE","toponyme_localite_ponc","BAT_COMMUNE_ASSOCIEE_T",NULL,NULL,"False","True","True","False","False"
509,"TOPONYMIE","toponyme_localite_ponc","Commune très petite",NULL,NULL,"False","True","False","False","False"
510,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_6",NULL,NULL,"False","True","True","True","False"
511,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_7",NULL,NULL,"False","True","True","True","False"
512,"TOPONYMIE","toponyme_localite_ponc","BAT_HAMEAU",NULL,NULL,"False","True","True","False","False"
513,"TOPONYMIE","toponyme_localite_ponc","BAT_HAMEAU_T",NULL,NULL,"False","True","True","False","False"
514,"TOPONYMIE","toponyme_localite_ponc","BAT_QUARTIER","14","13","False","True","False","False","False"
515,"TOPONYMIE","toponyme_localite_ponc","BAT_QUARTIER_T","14","13","False","True","False","False","False"
516,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_1 [COMMUNE_CHEF_LIEU,COMMUNE_FUSIONNEE]","17","14","True","False","False","False","False"
517,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_1 [LIEU-DIT-HABITE,QUARTIER]","17","14","True","False","False","False","False"
518,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_2 [COMMUNE_CHEF_LIEU,COMMUNE_FUSIONNEE]","17","14","True","False","False","False","False"
519,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_2 [LIEU-DIT-HABITE,QUARTIER]","17","14","True","False","False","False","False"
520,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_3 [COMMUNE_CHEF_LIEU,COMMUNE_FUSIONNEE]","17","14","True","False","False","False","False"
521,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_3 [LIEU-DIT-HABITE,QUARTIER]","17","14","True","False","False","False","False"
522,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_4 [COMMUNE_CHEF_LIEU,COMMUNE_FUSIONNEE]","17","14","False","False","False","False","False"
523,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_4 [LIEU-DIT-HABITE,QUARTIER]","17","14","False","False","False","False","False"
524,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_5","19","14","False","False","False","False","False"
525,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_6 [COMMUNE_CHEF_LIEU,COMMUNE_FUSIONNEE]","19","14","False","False","False","False","False"
526,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_5","19","14","False","False","False","False","False"
527,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_6 [LIEU-DIT-HABITE,QUARTIER]","19","14","False","False","False","False","False"
528,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_7 [COMMUNE_CHEF_LIEU,COMMUNE_FUSIONNEE]","19","14","False","False","False","False","False"
529,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_7 [LIEU-DIT-HABITE,QUARTIER]","19","14","False","False","False","False","False"
530,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_8 [COMMUNE_CHEF_LIEU,COMMUNE_FUSIONNEE]","19","14","False","False","False","False","False"
531,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_8 [LIEU-DIT-HABITE,QUARTIER]","19","14","False","False","False","False","False"
532,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_9","19","14","True","False","False","False","False"
533,"TOPONYMIE","toponyme_localite_ponc","TYPO_A_10","19","14","True","False","False","False","False"
534,"TOPONYMIE","toponyme_localite_ponc","TYPO_E_GE [LIEU-DIT-HABITE]","19","17","False","False","False","False","False"
535,"TOPONYMIE","toponyme_localite_ponc","TYPO_E_GE [QUARTIER]","19","18","False","False","False","False","False"
536,"TOPONYMIE","toponyme_ocs_lin","OCS_FORET_1","14","11","False","True","True","False","False"
537,"TOPONYMIE","toponyme_ocs_lin","OCS_FORET_2","14","11","False","True","True","False","False"
538,"TOPONYMIE","toponyme_ocs_lin","OCS_FORET_3","14","11","False","True","True","False","False"
539,"TOPONYMIE","toponyme_ocs_ponc","OCS_FORET_1","14","11","False","True","True","False","False"
540,"TOPONYMIE","toponyme_ocs_ponc","OCS_FORET_2","14","11","False","True","True","False","False"
541,"TOPONYMIE","toponyme_ocs_ponc","OCS_FORET_3","14","11","False","True","True","False","False"
542,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_2","19","14","False","False","False","False","False"
543,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_3 [BOIS]","19","14","False","False","False","False","False"
544,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_4","19","14","False","False","False","False","False"
545,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_5 [BOIS]","19","14","False","False","False","False","False"
546,"TOPONYMIE","toponyme_ocs_ponc","TYPO_B_4","19","14","False","False","False","False","False"
547,"TOPONYMIE","toponyme_ocs_ponc","TYPO_B_5 [LIEU-DIT_NON_HABITE]","19","14","False","False","False","False","False"
548,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_6","19","14","False","False","False","False","False"
549,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_7","19","14","False","False","False","False","False"
550,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_8 [BOIS]","19","14","False","False","False","False","False"
551,"TOPONYMIE","toponyme_ocs_ponc","TYPO_B_7","19","14","False","False","False","False","False"
552,"TOPONYMIE","toponyme_ocs_ponc","TYPO_B_8","19","14","False","False","False","False","False"
553,"TOPONYMIE","toponyme_ocs_ponc","TYPO_B_9                            [LIEU-DIT_NON_HABITE]","19","14","False","False","False","False","False"
554,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_9","19","14","False","False","False","False","False"
555,"TOPONYMIE","toponyme_ocs_ponc","TYPO_F_10  [BOIS]","19","14","False","False","False","False","False"
556,"TOPONYMIE","toponyme_ocs_ponc","TYPO_B_10","19","14","False","False","False","False","False"
557,"TOPONYMIE","toponyme_ocs_ponc","TYPO_B_11 [LIEU-DIT_NON_HABITE]","19","14","False","False","False","False","False"
558,"TOPONYMIE","toponyme_oro_lin","ORO_ILE_1","14","11","False","False","True","False","False"
559,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_1","14","11","False","True","False","False","False"
560,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_1_T","14","11","False","True","False","False","False"
561,"TOPONYMIE","toponyme_oro_lin","ORO_ILE_2","14","11","False","False","True","False","False"
562,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_2","14","11","False","True","False","False","False"
563,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_2_T","14","11","False","True","False","False","False"
564,"TOPONYMIE","toponyme_oro_lin","ORO_CAP_1","14","11","False","False","True","False","False"
565,"TOPONYMIE","toponyme_oro_lin","ORO_SOMMET_1","14","11","False","False","True","False","False"
566,"TOPONYMIE","toponyme_oro_lin","ORO_ILE_3","14","11","False","False","True","False","False"
567,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_3","14","11","False","True","False","False","False"
568,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_3_T","14","11","False","True","False","False","False"
569,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_4","14","11","False","True","False","False","False"
570,"TOPONYMIE","toponyme_oro_lin","ORO_RELIEF_4_T","14","11","False","True","False","False","False"
571,"TOPONYMIE","toponyme_oro_lin","ORO_CAP_2","14","11","False","False","True","False","False"
572,"TOPONYMIE","toponyme_oro_lin","ORO_CAP_3","14","11","False","False","True","False","False"
573,"TOPONYMIE","toponyme_oro_lin","ORO_SOMMET_2","14","11","False","False","True","False","False"
574,"TOPONYMIE","toponyme_oro_lin","ORO_COL_2","14","11","False","False","True","False","False"
575,"TOPONYMIE","toponyme_oro_lin","ORO_GORGE_1","14","11","False","False","True","False","False"
576,"TOPONYMIE","toponyme_oro_lin","ORO_SOMMET_3","13","11","False","False","True","False","False"
577,"TOPONYMIE","toponyme_oro_lin","ORO_GORGE_2","13","11","False","False","True","False","False"
578,"TOPONYMIE","toponyme_oro_ponc","Basin","13","6","False","False","False","False","True"
579,"TOPONYMIE","toponyme_oro_ponc","Depression","13","6","False","False","False","False","True"
580,"TOPONYMIE","toponyme_oro_ponc","Desert","13","6","False","False","False","False","True"
581,"TOPONYMIE","toponyme_oro_ponc","Geoarea","13","6","False","False","False","False","True"
582,"TOPONYMIE","toponyme_oro_ponc","Gorge","13","6","False","False","True","False","True"
583,"TOPONYMIE","toponyme_oro_ponc","Isthmus","13","6","False","False","False","False","True"
584,"TOPONYMIE","toponyme_oro_ponc","Lake","13","6","False","False","False","False","True"
585,"TOPONYMIE","toponyme_oro_ponc","Lowland","13","6","False","False","False","False","True"
586,"TOPONYMIE","toponyme_oro_ponc","Pen/cape","13","6","False","False","False","False","True"
587,"TOPONYMIE","toponyme_oro_ponc","Plain","13","6","False","False","False","False","True"
588,"TOPONYMIE","toponyme_oro_ponc","Plateau","13","6","False","False","False","False","True"
589,"TOPONYMIE","toponyme_oro_ponc","Range/mtn","13","6","False","False","False","False","True"
590,"TOPONYMIE","toponyme_oro_ponc","Tundra","13","6","False","False","False","False","True"
591,"TOPONYMIE","toponyme_oro_ponc","Valley","13","6","False","False","False","False","True"
592,"TOPONYMIE","toponyme_oro_ponc","Island","13","6","False","False","False","False","True"
593,"TOPONYMIE","toponyme_oro_ponc","Island group","13","6","False","False","False","False","True"
594,"TOPONYMIE","toponyme_oro_ponc","ORO_ILE_1","19","9","False","False","True","False","False"
595,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_1","19","9","False","True","False","False","False"
596,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_1_T","19","9","False","True","False","False","False"
597,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_1","19","9","True","False","False","True","False"
598,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_2","19","9","True","False","False","True","False"
599,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_3","19","9","True","False","False","True","False"
600,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_4","19","9","True","False","False","True","False"
601,"TOPONYMIE","toponyme_oro_ponc","ORO_ILE_2","19","10","False","False","True","False","False"
602,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_2","19","10","False","True","False","False","False"
603,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_2_T","19","10","False","True","False","False","False"
604,"TOPONYMIE","toponyme_oro_ponc","ORO_CAP_1","19","10","False","False","True","False","False"
605,"TOPONYMIE","toponyme_oro_ponc","ORO_COL_1","19","10","False","False","True","False","False"
606,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_5","19","10","True","False","False","True","False"
607,"TOPONYMIE","toponyme_oro_ponc","ORO_SOMMET_1","19","10","False","False","True","False","False"
608,"TOPONYMIE","toponyme_oro_ponc","ORO_ILE_3","19","11","False","False","True","False","False"
609,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_3","19","11","False","True","False","False","False"
610,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_3_T","19","11","False","True","False","False","False"
611,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_4","19","11","False","True","False","False","False"
612,"TOPONYMIE","toponyme_oro_ponc","ORO_RELIEF_4_T","19","11","False","True","False","False","False"
613,"TOPONYMIE","toponyme_oro_ponc","ORO_CAP_2","19","11","False","False","True","False","False"
614,"TOPONYMIE","toponyme_oro_ponc","ORO_CAP_3","19","11","False","False","True","False","False"
615,"TOPONYMIE","toponyme_oro_ponc","ORO_SOMMET_2","19","11","False","False","True","False","False"
616,"TOPONYMIE","toponyme_oro_ponc","ORO_COL_2","19","11","False","False","True","False","False"
617,"TOPONYMIE","toponyme_oro_ponc","ORO_GORGE_1","19","11","False","False","True","False","False"
618,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_6","19","11","True","False","False","False","False"
619,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_7","19","11","True","False","False","False","False"
620,"TOPONYMIE","toponyme_oro_ponc","ORO_SOMMET_3","19","11","False","False","True","False","False"
621,"TOPONYMIE","toponyme_oro_ponc","ORO_GORGE_2","19","11","False","False","True","False","False"
622,"TOPONYMIE","toponyme_oro_ponc","GROTTE","19","11","False","False","True","False","False"
623,"TOPONYMIE","toponyme_oro_ponc","GORGE","19","11","False","False","False","False","False"
624,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_8","19","11","True","False","False","False","False"
625,"TOPONYMIE","toponyme_oro_ponc","TYPO_G_9","19","11","True","False","False","False","False"
626,"TOPONYMIE","toponyme_oro_ponc","ORO_COURBE",NULL,NULL,"False","True","False","False","False"
627,"TOPONYMIE","toponyme_oro_ponc","ORO_COURBE_GLACIER",NULL,NULL,"False","True","False","False","False"
628,"TOPONYMIE","toponyme_oro_ponc","ORO_COURBE_ROCHER",NULL,NULL,"False","True","False","False","False"
629,"TOPONYMIE","toponyme_routier_numero_lin","Autoroute","17","8","True","True","True","True","False"
630,"TOPONYMIE","toponyme_routier_numero_lin","Nationale","17","8","True","True","True","True","False"
631,"TOPONYMIE","toponyme_routier_numero_lin","Départementale","17","12","True","True","True","False","False"
632,"TOPONYMIE","toponyme_routier_liaison_lin","LIAISON_MARITIME","14","9","False","True","True","False","False"
633,"TOPONYMIE","toponyme_routier_liaison_lin","LIAISON_MAR","14","9","False","False","False","True","False"
634,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_1","19","18","False","False","False","False","False"
635,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_1_SUP","19","18","False","False","False","False","False"
636,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_1_SOU","19","18","False","False","False","False","False"
637,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_2","19","18","False","False","False","False","False"
638,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_2_SUP","19","18","False","False","False","False","False"
639,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_2_SOU","19","18","False","False","False","False","False"
640,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_3","19","18","False","False","False","False","False"
641,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_3_SUP","19","18","False","False","False","False","False"
642,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_3_SOU","19","18","False","False","False","False","False"
643,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_4","19","18","False","False","False","False","False"
644,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_4_SUP","19","18","False","False","False","False","False"
645,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_4_SOU","19","18","False","False","False","False","False"
646,"TOPONYMIE","toponyme_routier_borne","PRINCIPALE_CONSTR","19","18","False","False","False","False","False"
647,"TOPONYMIE","toponyme_routier_borne","REGIONALE_1","19","18","False","False","False","False","False"
648,"TOPONYMIE","toponyme_routier_borne","REGIONALE_1_SUP","19","18","False","False","False","False","False"
649,"TOPONYMIE","toponyme_routier_borne","REGIONALE_1_SOU","19","18","False","False","False","False","False"
650,"TOPONYMIE","toponyme_routier_borne","REGIONALE_2","19","18","False","False","False","False","False"
651,"TOPONYMIE","toponyme_routier_borne","REGIONALE_2_SUP","19","18","False","False","False","False","False"
652,"TOPONYMIE","toponyme_routier_borne","REGIONALE_2_SOU","19","18","False","False","False","False","False"
653,"TOPONYMIE","toponyme_routier_borne","REGIONALE_3","19","18","False","False","False","False","False"
654,"TOPONYMIE","toponyme_routier_borne","REGIONALE_3_SUP","19","18","False","False","False","False","False"
655,"TOPONYMIE","toponyme_routier_borne","REGIONALE_3_SOU","19","18","False","False","False","False","False"
656,"TOPONYMIE","toponyme_routier_borne","REGIONALE_4","19","18","False","False","False","False","False"
657,"TOPONYMIE","toponyme_routier_borne","REGIONALE_4_SUP","19","18","False","False","False","False","False"
658,"TOPONYMIE","toponyme_routier_borne","REGIONALE_CONSTR","19","18","False","False","False","False","False"
659,"TOPONYMIE","toponyme_routier_borne","LOCALE_1","19","18","False","False","False","False","False"
662,"TOPONYMIE","toponyme_routier_borne","LOCALE_2","19","18","False","False","False","False","False"
665,"TOPONYMIE","toponyme_routier_borne","LOCALE_3","19","18","False","False","False","False","False"
668,"TOPONYMIE","toponyme_routier_borne","LOCALE_4","19","18","False","False","False","False","False"
671,"TOPONYMIE","toponyme_routier_borne","LOCALE_CONSTR","19","18","False","False","False","False","False"
672,"TOPONYMIE","toponyme_routier_borne","LOCALE_CONSTR_SUP","19","18","False","False","False","False","False"
673,"TOPONYMIE","toponyme_routier_borne","NON_CLASSEE","19","18","False","False","False","False","False"
674,"TOPONYMIE","toponyme_routier_borne","NON_CLASSEE_4","19","18","False","False","False","False","False"
675,"TOPONYMIE","toponyme_routier_borne","NON_CLASSEE_4_SUP","19","18","False","False","False","False","False"
676,"TOPONYMIE","toponyme_routier_borne","NON_CLASSEE_RESTREINT","19","18","False","False","False","False","False"
677,"TOPONYMIE","toponyme_routier_borne","NON_CLASSEE_RESTREINT_SUP","19","18","False","False","False","False","False"
678,"TOPONYMIE","toponyme_routier_borne","NON_CLASSEE_SOU","19","18","False","False","False","False","False"
679,"TOPONYMIE","toponyme_routier_borne","NON_CLASSEE_SUP","19","18","False","False","False","False","False"
680,"TOPONYMIE","toponyme_routier_borne","NON_REVETUE_CARRO","19","18","False","False","False","False","False"
681,"TOPONYMIE","toponyme_routier_borne","NON_REVETUE_CARRO_SUP","19","18","False","False","False","False","False"
682,"TOPONYMIE","toponyme_routier_borne","CHEMIN","19","18","False","False","False","False","False"
683,"TOPONYMIE","toponyme_routier_borne","CHEMIN_SOU","19","18","False","False","False","False","False"
684,"TOPONYMIE","toponyme_routier_borne","CHEMIN_SUP","19","18","False","False","False","False","False"
685,"TOPONYMIE","toponyme_routier_borne","PISTE_CYCLABLE","19","18","False","False","False","False","False"
686,"TOPONYMIE","toponyme_routier_borne","PISTE_CYCLABLE_SOU","19","18","False","False","False","False","False"
687,"TOPONYMIE","toponyme_routier_borne","PISTE_CYCLABLE_SUP","19","18","False","False","False","False","False"
688,"TOPONYMIE","toponyme_routier_borne","RUE_PIETONNE","19","18","False","False","False","False","False"
689,"TOPONYMIE","toponyme_routier_borne","RUE_PIETONNE_SOU","19","18","False","False","False","False","False"
690,"TOPONYMIE","toponyme_routier_borne","RUE_PIETONNE_SUP","19","18","False","False","False","False","False"
691,"TOPONYMIE","toponyme_routier_borne","SENTIER","19","18","False","False","False","False","False"
692,"TOPONYMIE","toponyme_routier_borne","SENTIER_SOU","19","18","False","False","False","False","False"
693,"TOPONYMIE","toponyme_routier_borne","SENTIER_SUP","19","18","False","False","False","False","False"
694,"TOPONYMIE","toponyme_routier_borne","ESCALIER","19","18","False","False","False","False","False"
695,"TOPONYMIE","toponyme_routier_borne","ESCALIER_SUP","19","18","False","False","False","False","False"
696,"PARCELLAIRE","parcellaire_parcelle","PARCELLE",NULL,NULL,"False","False","False","False","False"
697,"PARCELLAIRE","parcellaire_section","SECTION","19","19","False","False","False","False","False"
698,"PARCELLAIRE","toponyme_parcellaire_section","SECTION","19","19","False","False","False","False","False"
699,"PARCELLAIRE","toponyme_parcellaire_parcelle","PARCELLE",NULL,NULL,"False","False","False","False","False"
700,"PARCELLAIRE","toponyme_parcellaire_adresse_ponc","ADRESSE","19","19","True","False","False","False","False"
